tweet_id,content,annotator,confidence,clean_tweets,originaltext,AgreedSentiment,classname
1.1811343300238746e+18,,nwankwonneoma9@gmail.com,1.0,nne kedu ihe na eme zi,@in5atiable Nne kedu ihe na eme zi,NEUTRAL,Monolingual
1.106310192961065e+18,,nwankwonneoma9@gmail.com,1.0,haha ndo cho ogwu mgbu tinye na onu,@EzelioraS haha. Ndo. Cho ogwu mgbu tinye na onu.,NEUTRAL,Monolingual
1.1298768463996764e+18,,successnwokwu@gmail.com,1.0,😁😁😁😁 ihe nile bu okwu,@LilyVJohnson 😁😁😁😁 ihe nile bu okwu,NEUTRAL,Monolingual
1.0120992030724506e+18,,nwankwonneoma9@gmail.com,1.0,lmao nne ka m jee makuo akwà m biko echi bu orù ogbaghara nke ezigbo ya bu echi ka o ga akpotu ebe a otutu ndi ga a kpasa ya a noghi na tl ugbu a 😂,@RitaOnwurah Lmao! Nne ka m jee makuo akwà m biko! Echi bu orù! Ogbaghara nke ezigbo ya bu echi ka o ga akpotu ebe a! Otutu ndi ga a kpasa ya a noghi na TL ugbu a! 😂,NEUTRAL,Monolingual
9.540848053098536e+17,,successnwokwu@gmail.com,1.0,oge eruola w,Oge #Obinwanne eruola W/@chimdi1605,NEUTRAL,Monolingual
1.13e+18,,nwankwonneoma9@gmail.com,1.0,bia metu onye ina agwa aka,@chuks_nadia @Eatndrown @kingsleynovich @Poshfelly @AfamDeluxo Bia metu onye Ina agwa aka https://t.co/TiIGaRDOHw,NEUTRAL,Monolingual
9.455095387022664e+17,,nwankwonneoma9@gmail.com,1.0,mkpụrụ onye kụrụ ka ọ gaaghọrọ,@EmekaAmakeze Mkpụrụ onye kụrụ ka ọ ga-aghọrọ.,NEUTRAL,Monolingual
1.18558780165342e+18,,nwankwonneoma9@gmail.com,0.5072800517,oku më alu na obodo onitsha 🤦🏽‍♂️😭,Oku më alu na Obodo Onitsha! 🤦🏽‍♂️😭,NEUTRAL,Monolingual
1.0420647641916252e+18,,nwankwonneoma9@gmail.com,1.0,oburu naiga nwereike igbada ta obodo agam enyere ghi aka kwazia gi biko ofuma ofuma nne kpom na ekwen😄😄,"@cremechic11 Oburu na'iga nwereike igbada ta obodo, agam enyere ghi aka kwazia gi Biko ofuma ofuma. Nne kpo'm na ekwen😄😄",NEUTRAL,Monolingual
1.2160079425138565e+18,,successnwokwu@gmail.com,1.0,irigo ofe ora na ofe onugbu nnewi na ozubulu 😏😏,@ebukakanary1 @Okenwaokodu @igbolagoon2015 @vino_val @UchePOkoye @el_shinkafi @Ms_Ada_Oku @kingsleynovich @AdannaPapa @Cakelicious4 Irigo ofe ora na Ofe Onugbu Nnewi na Ozubulu 😏😏,NEUTRAL,Monolingual
1.3056068109472768e+18,,nwankwonneoma9@gmail.com,1.0,nne ka mua chugodi gị ka m mara ma ịga ada,@luchezcindyt Nne ka mua chugodi gị ka m mara ma ịga ada,NEUTRAL,Monolingual
1.3726471256543846e+18,,nwankwonneoma9@gmail.com,1.0,mbanụ ife ụtọ dị nụwa nkea juru eju eluigwe a ana ekwu maka ya mmadụ amarọ ka ọga adị ya ka cheretụ,@Phonyxxx @Ada_Ojilibeka Mbanụ ife ụtọ dị n'ụwa nkea juru eju. Eluigwe a ana ekwu maka ya mmadụ amarọ ka ọga adị. Ya ka cheretụ,NEUTRAL,Monolingual
1.3043592932490854e+18,,nwankwonneoma9@gmail.com,1.0,mgbe niile ohh😭🙏❤️,@Milleruche2 @ChantaleCutie Mgbe niile ohh😭🙏❤️,NEUTRAL,Monolingual
1.2768160413441065e+18,,nwankwonneoma9@gmail.com,1.0,obi onye china,Obi Onye China https://t.co/GSiEPvJpmR,NEUTRAL,Monolingual
1.2054489764740055e+18,,successnwokwu@gmail.com,1.0,onye nwere nti ya niru,"Onye nwere nti, ya niru !!! https://t.co/uBy6FvcLjO",NEUTRAL,Monolingual
1.2590301862402335e+18,,nwankwonneoma9@gmail.com,1.0,are you ok🙄🙄like iñuru mmiri omo,@dmcdad007 @OgbeniDipo Are you ok?🙄🙄Like iñuru mmiri omo?,NEUTRAL,Monolingual
1.2490586861626573e+18,,nwankwonneoma9@gmail.com,1.0,maka chukwu o bulo onu,"maka chukwu, o bulo onu https://t.co/dIL71GHZAD",NEUTRAL,Monolingual
1.1380900062481204e+18,,nwankwonneoma9@gmail.com,1.0,nna nna mu siri adighi edebelu onye jelu onitsha anu okuku isi okwu ife ga eme bi 🤷‍♂️,"@Eatndrown @kingsleynovich @CynthiaOlaedo4 @GODSNEAR1 @maxfrank09 @chaigzy Nna nna mu siri; adighi edebelu onye jelu Onitsha anu okuku Isi okwu, ife ga eme bi 🤷‍♂️",NEUTRAL,Monolingual
1.1670299646187848e+18,,successnwokwu@gmail.com,1.0,onwe mgbe o iche 🙄,@tokeralph02 @Ujamidaize Onwe mgbe o iche? 🙄,NEUTRAL,Monolingual
1.190558376222167e+18,,nwankwonneoma9@gmail.com,1.0,mụ na gị kwuchara na ị gaezie ego ka m zụta okpa sendielu gị i tugharizia the thing now udo dị ooo ọkwa okpa nsogbu a dịghị ọ gaeru gị aka,"@AdannaPapa @Shawn_fendi @RosemaryOcheze Mụ na gị kwuchara na ị ga-ezie ego ka m zụta okpa sendielu gị... I tugharizia the thing now. Udo dị ooo... Ọkwa okpa, nsogbu a dịghị. Ọ ga-eru gị aka",NEUTRAL,Monolingual
1.283863468123267e+18,,nwankwonneoma9@gmail.com,1.0,nne nne isuofia ori aku mazi daalu ri nne aguata nwere mmadu,"Nne nne Isuofia, ori aku Mazi daalu ri nne. Aguata nwere Mmadu. https://t.co/0vFKziROeK",NEUTRAL,Monolingual
1.3972493753704653e+18,,nwankwonneoma9@gmail.com,1.0,onye igbo soro di ozu,@CHIOMA_RICHARD_ @et_Stephens Onye igbo Soro di ozu,NEUTRAL,Monolingual
1.2723966586560184e+18,,nwankwonneoma9@gmail.com,1.0,nke uyo kwa 😏😏😏,@AdannaPapa @chuks_nadia Nke Uyo kwa.. 😏😏😏,NEUTRAL,Monolingual
1.2567074119450624e+18,,nwankwonneoma9@gmail.com,1.0,ka ahu ama ese okwu mana anyi yacha rona anyi akpa ofuma,"@OgbukaChukwueb1 Ka ahu ama ese okwu mana anyi yacha Rona, anyi akpa ofuma",NEUTRAL,Monolingual
1.1064489230220288e+18,,nwankwonneoma9@gmail.com,1.0,mb͕e ncheb͕um nāba uba nimem nkasiobigi nile nāgugu nkpuruobim 🙏 🙏 🙏,"Mb͕e ncheb͕um nāba uba n'imem, Nkasi-obi-Gi nile nāgugu nkpuru-obim. 🙏 🙏 🙏",NEUTRAL,Monolingual
1.0882443861551514e+18,,nwankwonneoma9@gmail.com,1.0,ike nọdụ ana ọ taa ọjị mana bịa nụrụ nwa m nife sokwa oooh,"Ike nọdụ ana, ọ taa ọjị. Mana, bịa nụrụ nwa m n'ife sokwa oooh! @IgboProverbs_ @Asusu_Igbo @IgboProgress @EmekaAmakeze @OsitaAmakeze #IgboAmaka #IluIgbo @Umu_Igbo @tianmine",NEUTRAL,Monolingual
1.3935615093436334e+18,,nwankwonneoma9@gmail.com,1.0,ife niile bu ndidi 🤣,@SmallchopsPLUG Ife niile bu Ndidi. 🤣,NEUTRAL,Monolingual
1.18845568342503e+18,,nwankwonneoma9@gmail.com,1.0,otú a ka ụwa dị ebeele m akwa ụwa ụwa m lee ụwa m eh,"@AfamDeluxo Otú a ka ụwa dị. Ebeele m akwa ụwa, ụwa m lee ụwa m eh...",NEUTRAL,Monolingual
1.3806416223718072e+18,,nwankwonneoma9@gmail.com,1.0,naanị egwu ajọ ofia bụ ihe to gburu m na ihe onyonyo a,@NnewiCity @OgbajiIfeanyi @ConnectOnitsha @anambra_diaries @Anambrasocials @EzeasorIje @iSERVE2050 @julietkego @Ubanized @Coal_City @ConnectAwka @UchePOkoye @MarkOsuchukwu Naanị egwu ajọ ofia bụ ihe to gburu m na ihe onyonyo a.,NEUTRAL,Monolingual
9.174000850713682e+17,,successnwokwu@gmail.com,1.0,amamihe nye ndumodu gi ugbua na okwu amamihe gi +,#OKWU AMAMIHE :NYE NDUMODU GI UGBUA NA OKWU AMAMIHE GI @iamlolovv + @demikecmi..#FeelTheMAGIC,NEUTRAL,Monolingual
1.0947275372116868e+18,,nwankwonneoma9@gmail.com,1.0,ndị chelsea ndo nụ 😭😭😭,Ndị Chelsea ndo nụ 😭😭😭 https://t.co/anIu6O0sON,NEUTRAL,Monolingual
1.3923634871254426e+18,,nwankwonneoma9@gmail.com,1.0,mmadu geme kwanu ka mmadu,@MaziVinceOkoye Mmadu g'eme kwanu ka mmadu.,NEUTRAL,Monolingual
1.171158303973544e+18,,nwankwonneoma9@gmail.com,0.9492918849,gbam ékwùrù ókwú,@Chxta Gbam!!!! Ékwùrù ókwú,NEUTRAL,Monolingual
1.1256915813554422e+18,,nwankwonneoma9@gmail.com,1.0,onye na eli stew na akara aka ofe a gbajuru mmanu na ife green dika algae ka unu na atupuru onu ike dikwa unu,"@kvvngmichaels @AfamDeluxo Onye na eli stew na akara aka, ofe a gbajuru mmanu, na ife green dika Algae ka unu na atupuru onu? Ike dikwa unu!!!!!",NEUTRAL,Monolingual
1.1624861837856154e+18,,successnwokwu@gmail.com,1.0,ekpere nke onyenweayị́,@julietkego Ekpere nke Onyenweayị́.,NEUTRAL,Monolingual
1.1177622758620448e+18,,nwankwonneoma9@gmail.com,1.0,afụ dimkpa afụ afọ ya,"@Fattsoul Afụ dimkpa, afụ afọ ya",NEUTRAL,Monolingual
1.3001074377442386e+18,,successnwokwu@gmail.com,1.0,anyi ana aga ebe,Anyi ana aga ebe ? https://t.co/pLaGXGzu2w,NEUTRAL,Monolingual
1.1113528315907032e+18,,nwankwonneoma9@gmail.com,1.0,biko nyem akuko 🙄,@eeskex Biko nyem akuko 🙄,NEUTRAL,Monolingual
1.3631790067791544e+18,,nwankwonneoma9@gmail.com,1.0,gwa ha okwu gwa ha okwu ka ha nụrụ na ntị 🎶 🎶 🎶,@S_mattahorn Gwa ha okwu gwa ha okwu ka ha nụrụ na ntị 🎶 🎶 🎶,NEUTRAL,Monolingual
1.4066168807528735e+18,,successnwokwu@gmail.com,0.912085712,i batalu obodo a i choro i bia ka m gwolugi abacha o kwa ya,"@SwtNkechi @Phonyxxx @OgbajiIfeanyi @EmekaAmakeze @CHYCHYCHUKWU @SunshineStarz @Drmuzoic @theonly1acre @FlawlessStacey @NkyEzenwa I batalu obodo a, i choro i bia ka m gwolugi abacha o kwa ya",NEUTRAL,Monolingual
1.3047801018931405e+18,,successnwokwu@gmail.com,1.0,kedu ka aru ndi banyere si di,@Chysohm Kedu ka aru ndi banyere si di?,NEUTRAL,Monolingual
1.2802334521561948e+18,,nwankwonneoma9@gmail.com,1.0,ebe ka ịna akụ,@onyeka01 Ebe ka ịna akụ,NEUTRAL,Monolingual
1.1512448537805824e+18,,nwankwonneoma9@gmail.com,0.933003366,for what nah ebe umu nwa passa,@EzelioraS For what nah? Ebe Umu nwa passa?,NEUTRAL,Monolingual
1.1380916051126312e+18,,nwankwonneoma9@gmail.com,1.0,😂 😂 mgbe e ji ekwu ana ete ka oh,@Eatndrown @kingsleynovich @CynthiaOlaedo4 @GODSNEAR1 @maxfrank09 @chaigzy 😂 😂 Mgbe e ji ekwu ana ete ka oh,NEUTRAL,Monolingual
1.1398576532684882e+18,,nwankwonneoma9@gmail.com,0.6869979501,so so ooooihe anyi choro bu oku,@DrJoeAbah @eyooekpo @SamAmadi @tundefashola So so oooo.....ihe anyi choro bu oku!,NEUTRAL,Monolingual
1.1628200079334646e+18,,nwankwonneoma9@gmail.com,1.0,ha anọghị nà twitter dị kà há sịrị nọrọ nà facebook,@nelougwuc @julietkego Ha anọghị nà Twitter dị kà há sịrị nọrọ nà Facebook,NEUTRAL,Monolingual
1.1228737752326226e+18,,nwankwonneoma9@gmail.com,1.0,okpofu nke a buzi gini😂😂,@fazfunkie Okpofu nke a buzi gini😂😂,NEUTRAL,Monolingual
1.140720898888147e+18,,nwankwonneoma9@gmail.com,1.0,ralph inugo okwu,@awamilton @Ralphdani @Kena_Ewuru Ralph inugo okwu,NEUTRAL,Monolingual
1.26e+18,,nwankwonneoma9@gmail.com,1.0,ofu onye ana anu uda égbe,Ofu onye Ana anu uda égbe #Igbo,NEUTRAL,Monolingual
8.238678382050017e+17,,nwankwonneoma9@gmail.com,0.8951407075,otu onitsha banyi amaka onistha,Otu Onitsha banyi amaka @ Onistha https://t.co/awGY31uNWN,NEUTRAL,Monolingual
1.2463604725191475e+18,,nwankwonneoma9@gmail.com,1.0,ka mmadu rie nni,@CeIebrityBarMan Ka mmadu rie nni,NEUTRAL,Monolingual
1.2334488056490762e+18,,nwankwonneoma9@gmail.com,1.0,anubeghi m egwu ogene,@iampweetyamy @AkiMarlin @AdannaPapa Anubeghi m egwu ogene.,NEUTRAL,Monolingual
1.3797935733281382e+18,,nwankwonneoma9@gmail.com,1.0,anaghị amụ aka ịkpa na nkà,Anaghị amụ aka ịkpa na nkà https://t.co/f7GcvwJ0Wo,NEUTRAL,Monolingual
1.2489230644290888e+18,,nwankwonneoma9@gmail.com,1.0,ginwa ilugo onye owula ga alu mgbe okwa doro,@Poshfelly Ginwa ilugo Onye owula ga alu mgbe okwa doro,NEUTRAL,Monolingual
1.1486166924839896e+18,,nwankwonneoma9@gmail.com,1.0,adịghị agba gha yá ma ncha 👍👍💯,@AfamDeluxo Adịghị agba gha yá ma ncha 👍👍💯,NEUTRAL,Monolingual
1.0700306621603144e+18,,successnwokwu@gmail.com,1.0,rapu eze nwaanyi ka o gbahe ndi a nti😂😂😂,@anambrachic @That_Ebonyichic Rapu Eze nwaanyi Ka o gbahe ndi a nti😂😂😂,NEUTRAL,Monolingual
1.3532962255844923e+18,,nwankwonneoma9@gmail.com,1.0,unu a ga nwụ dị ma unu hapụ anyị aka,Unu a ga nwụ dị ma unu hapụ anyị aka? https://t.co/mVqQlAApNq,NEUTRAL,Monolingual
1.202659498747449e+18,,nwankwonneoma9@gmail.com,1.0,hehe o dighi possible onye gba ọtọ a naetinye aka nakpa,@jamstarrrr Hehe... O dighi possible... Onye gba ọtọ a na-etinye aka n'akpa?,NEUTRAL,Monolingual
1.192503529262502e+18,,nwankwonneoma9@gmail.com,1.0,oya ndị asịrị bịanụ naakpọ unu 🎤 👆👆😁,"@AkiMarlin Oya ndị asịrị bịanụ, @AkiMarlin na-akpọ unu 🎤 👆👆😁",NEUTRAL,Monolingual
1.1670972485027471e+18,,nwankwonneoma9@gmail.com,1.0,wo amaghi nayi nworike nasu nkayi ibie ka wo aghotakoha ihe ayi neekwu😩,@EzeasorIje @djgunz9ja @EnuguLive Wo amaghi n’ayi nworike n’asu nk’ayi ibie ka wo aghotakoha ihe ayi ne’ekwu😩 @omakaejali @AdaAfikpo,NEUTRAL,Monolingual
1.2686382954430628e+18,,nwankwonneoma9@gmail.com,1.0,ejekwala luo nwanyi nodu mebe na ibu nwatakiri emekwa ngwa ngwa emeghalu odachi,@Anowax @Cassbeatz @FBanks7 Ejekwala luo nwanyi nodu mebe na ibu nwatakiri... Emekwa ngwa ngwa emeghalu odachi...,NEUTRAL,Monolingual
1.179055661277225e+18,,nwankwonneoma9@gmail.com,0.2678890526,kasia ya ike,@channelstv Kasia ya Ike!,NEUTRAL,Monolingual
1.2547987206899876e+18,,nwankwonneoma9@gmail.com,1.0,smh onye mere gi ifea,@jayanmaa Smh... Onye mere gi ifea?,NEUTRAL,Monolingual
1.130478011487314e+18,,nwankwonneoma9@gmail.com,1.0,na aru onye bikonu 🙆🏽‍♀️😒,@NG_StreetLawyer @mr_robmichael Na aru onye bikonu ?🙆🏽‍♀️😒,NEUTRAL,Monolingual
1.296122292238418e+18,,nwankwonneoma9@gmail.com,1.0,orji adighi aku orji aku orji na epu ebe ochoro,"@OrjiUka Orji - adighi aku Orji aku, Orji na epu ebe ochoro.",NEUTRAL,Monolingual
9.79636606578684e+17,,nwankwonneoma9@gmail.com,1.0,😂😂😂 gịnị ka ị chọrọ ịhụ,😂😂😂 Gịnị ka ị chọrọ ịhụ? https://t.co/voj4a2uFYV,NEUTRAL,Monolingual
1.0764332637853326e+18,,nwankwonneoma9@gmail.com,1.0,anyi ga ajụ ndi nna nna anyị,@pinchiieX @chigozirim34 @norberthnorbert @IgboHistoFacts Anyi ga ajụ ndi nna nna anyị.,NEUTRAL,Monolingual
1.1557356386264596e+18,,nwankwonneoma9@gmail.com,1.0,nnem ọkwa udiri egwu a ka ị gaagba nọgbakọ umuigbo😀,"@stephie_coco @Umu_Igbo Nnem, ọkwa udiri egwu a ka ị ga-agba n'ọgbakọ umuigbo😀",NEUTRAL,Monolingual
1.2896885651866214e+18,,nwankwonneoma9@gmail.com,1.0,prince e jirila nwayo gbara onwe ya oso,Prince e jirila nwayo gbara onwe ya oso,NEUTRAL,Monolingual
9.435613878460088e+17,,successnwokwu@gmail.com,1.0,ji na mmiri oku 👅👅,Ji na mmiri oku 👅👅,NEUTRAL,Monolingual
1.04644711028199e+18,,nwankwonneoma9@gmail.com,1.0,042 nwere ebe a na agba okpukpu orthopedic a chilie ya ukwu elu uburu ya akpuko onu 😂😂😂,"@OkeNwanyi @GhenhisKhan @cchukudebelu @Franeb @MizCazorla1 @AbdulMahmud01 @YemieFASH @segalink @Papadonkee @jacksonpbn @I_Am_Ilemona @Heir_2D_Throne 042 nwere ebe a na -agba Okpukpu (orthopedic) a chilie ya ukwu elu, uburu ya akpuko onu 😂😂😂",NEUTRAL,Monolingual
1.0709156433802976e+18,,nwankwonneoma9@gmail.com,1.0,ị gaesi nàkwà ahụ bilie umengwụ didi,@Thic_didi ị ga-esi n'àkwà ahụ bilie umengwụ DiDi,NEUTRAL,Monolingual
1.2187989015008297e+18,,nwankwonneoma9@gmail.com,1.0,ezigbo oyi na atum oh,Ezigbo oyi na atum oh,NEUTRAL,Monolingual
1.0996501774498202e+18,,nwankwonneoma9@gmail.com,1.0,onye naebe akwa,Onye na-ebe akwa? https://t.co/d09iAJZ30j,NEUTRAL,Monolingual
1.0354304216501372e+18,,successnwokwu@gmail.com,1.0,onye isi🙌 awu m onye mbanagu,@BrimeEnuel @OlisaOsega @oluchiugwu Onye isi🙌 Awu m onye Mbanagu,NEUTRAL,Monolingual
1.228592880228479e+18,,nwankwonneoma9@gmail.com,1.0,aba nwere ya,Aba nwere ya https://t.co/qOpEvVMgpp,NEUTRAL,Monolingual
8.366813795722404e+17,,successnwokwu@gmail.com,0.8830227256,np ima ndi anyi bu ft with and 😝,NP Ima Ndi anyi Bu - @iRuntown ft @phynofino // #DreamLounge with @marcswagz &amp; @Deejaytrish #TuesdayNightReview😝,NEUTRAL,Monolingual
1.1472843474159328e+18,,nwankwonneoma9@gmail.com,1.0,obim😍 obi nwere ego,@CollinsObinno Obim😍 Obi nwere ego,NEUTRAL,Monolingual
1.0702221513687532e+18,,successnwokwu@gmail.com,0.3253269494,umu obiligbo uba si na chi,Umu Obiligbo - Uba si na chi,NEUTRAL,Monolingual
9.231201845247712e+17,,nwankwonneoma9@gmail.com,1.0,ezemmuo i ga di biko naram ojia na mmanya nkwu m gotere i ji cheta omumu gi otua ka o ham na akpa ezemmuo i ga di,"Ezemmuo! I ga di! Biko, nara'm oji'a na mmanya nkwu m gotere i ji cheta omumu gi. Otu'a ka o ha'm na akpa. Ezemmuo, @DrJoeAbah, I ga di! https://t.co/xpT9JqEFb9",NEUTRAL,Monolingual
1.1594299741867418e+18,,nwankwonneoma9@gmail.com,1.0,biko onye nna kee kwa nke bu okpu na bu enyi kee ife e ji ya bu okpu eme,"@Poshfelly Biko Onye Nna, kee kwa nke bu okpu na bu enyi? Kee Ife e ji ya bu okpu eme?",NEUTRAL,Monolingual
1.310167716922372e+18,,nwankwonneoma9@gmail.com,1.0,afuro onye aloolu🤣🤣,@leckyrulezz Afuro onye aloolu🤣🤣,NEUTRAL,Monolingual
1.1815141048733327e+18,,nwankwonneoma9@gmail.com,1.0,nwanne i dị godị obere ucha,@PickTwo_ Nwanne I dị godị obere ucha,NEUTRAL,Monolingual
1.1303915909362074e+18,,nwankwonneoma9@gmail.com,1.0,😂😂😂 onwero onye na akpo gi jare,@udoiheanacho 😂😂😂 Onwero onye na akpo gi jare,NEUTRAL,Monolingual
1.3349163469923205e+18,,successnwokwu@gmail.com,1.0,gwọọ ajụ buru ya nisi,"@IgboHistoFacts Gwọọ ajụ, buru ya n'isi",NEUTRAL,Monolingual
1.348205746773762e+18,,nwankwonneoma9@gmail.com,1.0,afam bu ugo di beze abum onye igbo nigeria,Afam bu UGO di B’eze. Abum Onye Igbo. : : : #igboamaka #nnewi @ Nigeria https://t.co/M3oEAO6IW8,NEUTRAL,Monolingual
1.1382231115041096e+18,,nwankwonneoma9@gmail.com,0.7961121798,baba e no kwa yaekwe ka na onye mara e be si fuo ihe e dere,@Chekwube_ Baba E no Kwa ya?Ekwe ka na onye Mara E be si fuo ihe E dere...,NEUTRAL,Monolingual
1.309412356653568e+18,,nwankwonneoma9@gmail.com,1.0,eme ngwangwa emehara odachi,"Eme ngwangwa, emehara odachi #IgboProverbFriday https://t.co/HIxIfDI0m8",NEUTRAL,Monolingual
8.775929585471775e+17,,nwankwonneoma9@gmail.com,1.0,😂😂😂 ụmụ nwaanyị ụwa a,😂😂😂 ụmụ nwaanyị ụwa a! https://t.co/k6YiHk9Khw,NEUTRAL,Monolingual
9.779119797288755e+17,,nwankwonneoma9@gmail.com,0.9064155817,okakwa ra gi nma unu rapukwam😂😂😂,@Kelechiuboh Okakwa ra gi nma. Unu rapukwam😂😂😂,NEUTRAL,Monolingual
1.2119830084729364e+18,,nwankwonneoma9@gmail.com,1.0,ohaneze ndi igbo 😂,Ohaneze Ndi igbo 😂 https://t.co/k1AGi6mCCc,NEUTRAL,Monolingual
1.2785949582247567e+18,,nwankwonneoma9@gmail.com,1.0,🤣 🤣 🤣 nweta nụ ego na,"@arize_chukwuma @ikenyelugo , 🤣 🤣 🤣 nweta nụ ego na",NEUTRAL,Monolingual
1.0522628842213088e+18,,nwankwonneoma9@gmail.com,1.0,vodka bu mmiri nso ya na white wine 😌,"@q4cue Vodka bu mmiri nso, ya na white wine 😌",NEUTRAL,Monolingual
1.1411300532600628e+18,,nwankwonneoma9@gmail.com,1.0,from village to lagos cam gba mbo ufodu ndi no nebefa na ekpe ka m da mana obinigwe ekwegi na m ga ada osi m gaba ni ru na ona biafrom zero to hero ka m na cho mana afa m abuzi ihenacho pechi udo no here na yo ayiyo si ka ndi iro lapunu m ka m tibe egwu m,"@illBlissGoretti From village to lagos cam gba mbo, ufodu ndi no nebefa na ekpe ka m da, mana obinigwe ekwegi na m ga ada osi m gaba ni ru na ona bia,from zero to hero ka m na cho mana afa m abuzi ihenacho Pechi udo @MrPechi1 no here na yo ayiyo si ka ndi iro lapunu m ka m tibe egwu m https://t.co/ztsp8UqLNP",NEUTRAL,Monolingual
1.1481134882645524e+18,,nwankwonneoma9@gmail.com,1.0,😂 nihi na ọ bụ gị onwe gi,@Itz_SK 😂 n'ihi na ọ bụ gị onwe gi,NEUTRAL,Monolingual
1.3274905774207222e+18,,nwankwonneoma9@gmail.com,1.0,taa bụ ụbọchị ncheta ọmụmụ m😊😊😊,Taa bụ ụbọchị ncheta ọmụmụ m😊😊😊 https://t.co/Pzl6ttahHm,NEUTRAL,Monolingual
1.2725212183532544e+18,,successnwokwu@gmail.com,1.0,okwa unu afugo ndi mmadu,@OsitaSommy @chinemeogu @Martinect2803 @EzelioraS @currentiyke @Cassbeatz @Anowax @HonNonny @nonsookongwu @AfamDeluxo @FBanks7 @porscheThane @AkwubaCharles @charles_ogb_ Okwa unu afugo ndi mmadu,NEUTRAL,Monolingual
1.1003698217939558e+18,,successnwokwu@gmail.com,1.0,ndị be obiano😔,@Dasucre @Elcrucifixio @miss_Temmie Ndị be Obiano😔,NEUTRAL,Monolingual
1.3729841323226522e+18,,nwankwonneoma9@gmail.com,1.0,ngwa kanyị hazie ya,@Iphyq2 @Cakelicious4 Ngwa k'anyị hazie ya,NEUTRAL,Monolingual
1.1587735160760115e+18,,nwankwonneoma9@gmail.com,0.9833352566,i bu nwa afo,@EmekaAmakeze I bu nwa afo,NEUTRAL,Monolingual
