tweet_id,content,annotator,confidence,clean_tweets,originaltext,AgreedSentiment,classname
1.1605940977086833e+18,,nwankwonneoma9@gmail.com,1.0,anya m kwa ọ dịka iso na ndị ji bread eme cake 😁😁😁,@myvoiceofuche @Poshfelly @Kene_Nnewi @Chimnoya1 Anya m kwa? Ọ dịka iso na ndị ji bread eme cake? 😁😁😁,NEUTRAL,Code-mix
1.00685568331529e+18,,nwankwonneoma9@gmail.com,0.553347826,nne kedu ihe e mere mean e di godi monied you na money sef,@munachiabii nne kedu ihe e mere mean?! E di godi monied. You na money sef,NEUTRAL,Code-mix
1.3543508710108078e+18,,nwankwonneoma9@gmail.com,1.0,ogologo okwu adịghị na uka mgbede,Ogologo okwu adịghị na uka mgbede... https://t.co/t2wem2hYU3,NEUTRAL,Code-mix
1.3128641582417633e+18,,nwankwonneoma9@gmail.com,1.0,🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 uwa lee i dont care wu onye o na erubeghi turn ya,🤣 🤣 🤣 🤣 🤣 🤣 🤣 🤣 Uwa lee!!!! I don't care wu onye o na erubeghi turn ya https://t.co/P80QUPMDEz,NEUTRAL,Code-mix
1.292237822963966e+18,,successnwokwu@gmail.com,1.0,ozugbonu no time,@ms_vanzy Ozugbonu. No time.,NEUTRAL,Code-mix
1.258966568182186e+18,,successnwokwu@gmail.com,1.0,acholum kaa itinye onu na the okwu cos amam na ijiro nti anu udika ihea,@AdannaPapa @OkoyeCardinal Acholum kaa itinye onu na the okwu cos amam na ijiro nti anu udika ihea,NEUTRAL,Code-mix
1.3496693243914076e+18,,nwankwonneoma9@gmail.com,1.0,oga pakia moto ba nye ahịa ịhe a bụ jenụwarị lol😂,@AdannaPapa Oga pakia moto ba nye ahịa. Ịhe a bụ Jenụwarị. Lol😂,NEUTRAL,Code-mix
1.07e+18,,nwankwonneoma9@gmail.com,1.0,nkwado nweda ọnụahịa anyi narị eme bụ namaghị eme anyị pita obi vp debate 14 12 2018,@OsitaAmakeze Nkwado nweda ọnụahịa anyi narị eme bụ n'amaghị eme anyị ... PITA OBI VP DEBATE 14 /12 /2018,NEUTRAL,Code-mix
1.2499607235575972e+18,,nwankwonneoma9@gmail.com,1.0,haha nke a bu akonuche abii na amam ihe experience,@AdannaPapa @chuks_nadia @iampweetyamy Haha. Nke a bu akonuche... abii na amam ihe (experience).,NEUTRAL,Code-mix
1.1334754749052108e+18,,successnwokwu@gmail.com,1.0,festus onye okiwum ji olu naka m kpo prof nekwenti o ba voicemailu sagay kwanu o gbam a lu kwaghim ngwa nu o bulu na i ga bu dim nke ibua nodu nakukuside nigga na mkpuke zo e zongwanu mee ngwa,"@AfamDeluxo @HonNonny @ebukakanary1 @FBanks7 Festus onye ok’iwum ji olu n’aka m kpo Prof n’ekwenti o ba voicemailu Sagay kwanu? O gbam a lu kwaghim Ngwa nu o bulu na i ga bu dim nke ibua, nodu n’akuku(side nigga), na mkpuke, zo e zo...ngwanu, mee ngwa",NEUTRAL,Code-mix
1.1776564473725297e+18,,nwankwonneoma9@gmail.com,0.9055211544,odoakpu ebe ife neme central school,@lytleking1 @phynofino Odoakpu ebe ife n'eme Central school!,NEUTRAL,Code-mix
1.17e+18,,successnwokwu@gmail.com,1.0,this is called liberation ana asa the nwa ahụ site na ike nke mmụọ nsọ,This is called Liberation. Ana asa the nwa ahụ site na ike nke mmụọ nsọ. https://t.co/j3tErARemi,NEUTRAL,Code-mix
1.2783864949909545e+18,,successnwokwu@gmail.com,1.0,hahaorozi kosy bu nke obeleoburo obele ife oafterwards inuo nwunye nke gionwe chikoo onu,"@Fairly_Usedd Haha....orozi Kosy bu nke obele?oburo obele ife o,afterwards inuo nwunye nke gi,onwe Chikoo onu.",NEUTRAL,Code-mix
1.0405542081294132e+18,,nwankwonneoma9@gmail.com,1.0,maka na anyi bu profet nke ogbunigwe,@Ojadikee Maka na anyi bu profet nke ogbunigwe,NEUTRAL,Code-mix
1.221023569590788e+18,,nwankwonneoma9@gmail.com,1.0,lee otu esi edobe anya ị ghala niyi ime ya ihe ọsọ ọsọ obughi oge waste,"@Ogecchiii lee otu esi edobe anya, ị ghala n'iyi ime ya ihe ọsọ ọsọ obughi oge WASTE",NEUTRAL,Code-mix
1.2472306156883026e+18,,nwankwonneoma9@gmail.com,1.0,legodịnụ ụmụasa sapụrụ arụ gbaa kasa everywhere na bee anyị still nna anyị a ejebe bee ndị mgbu,"@OsitaSommy @onyeoma_kc Legodịnụ ụmụ-asa sapụrụ arụ, gbaa kasa everywhere na bee anyị. Still, nna anyị a ejebe bee ndị mgbu.",NEUTRAL,Code-mix
9.665262811510784e+17,,nwankwonneoma9@gmail.com,1.0,vote 🗳 your choice igbo translation 🛎 option 44 nkwùdosike nagbamumbò bú oke norù diala nwa amara anyi î ji fú n ekpochaùrú ajò òchichi nobodo anyi bù nijiria ihòputa onye kwesiriekwsi ma dikwa njikere irúsi oru ikebù otu ùzò anyi ga eji mee ka obodo anyi gaa 12,"VOTE 🗳 your choice Igbo Translation. 🛎 Option 4/4 Nkwùdosike n'agbamumbò bú oke n'orù diala nwa amara anyi, Î ji fú n' ekpochaùrú ajò òchichi n'obodo anyi bù nijiria. Ihòputa onye kwesiriekwsi, ma dikwa njikere irúsi oru ike,bù otu ùzò anyi ga eji mee ka obodo anyi gaa ...1/2",NEUTRAL,Code-mix
1.265731187223511e+18,,nwankwonneoma9@gmail.com,1.0,biko gwa oga nick ka obia na your adoration ground ozigbo asi na eme osiso emeghara odachi,"@iykimo @nicholasibekwe Biko gwa Oga Nick ka obia na your Adoration Ground, ozigbo! Asi na eme osiso, emeghara odachi",NEUTRAL,Code-mix
1.267170541590524e+18,,nwankwonneoma9@gmail.com,1.0,t ahh oga ji nwanyi boyi ugwo,@CuteAijay @Fairly_Usedd @Lilymikell @chaigzy @Ludarking0 @Cakelicious4 @ebukakanary1 @charles_ogb_ @ChigEmic @HonNonny @RosemaryOcheze @chinemeogu @Kene_Nnewi @t @Martinect2803 @okeugo_ @NkyEzenwa Ahh! Oga ji nwanyi boyi Ugwo?,NEUTRAL,Code-mix
1.195989508233273e+18,,successnwokwu@gmail.com,1.0,ndị chem lab,@chydymmarh @Able_Ka_ @Akjesus @CakeMaestro042 @zubyIII @okogeri @Ujamidaize @Itz__Mena @Zzadora2 @Cyryl90 @mmauloma Ndị Chem lab,NEUTRAL,Code-mix
1.1986069157371494e+18,,successnwokwu@gmail.com,0.825157702,lolz ndi ozubulu 🙆😂,"Lolz, Ndi ozubulu 🙆😂 https://t.co/0oSjX3hYs4",NEUTRAL,Code-mix
1.3276059915260518e+18,,successnwokwu@gmail.com,1.0,for gov okezie ikpeazu preseason tournament 2020 group a enyimba fc aba cynosure fc abakiliki aanda fc calabar abia comets umuahia jewel fc aba group b abia warriors fc umuahia plateau utd jos flight fc gboko ngwa utd aba abia greater tomorrow aba,"#Draws for Gov Okezie Ikpeazu Preseason Tournament 2020 GROUP A Enyimba FC, Aba Cynosure FC, Abakiliki A&amp;A FC, Calabar Abia Comets, Umuahia Jewel FC, Aba GROUP B Abia Warriors FC, Umuahia Plateau Utd, Jos Flight FC, Gboko Ngwa Utd, Aba Abia Greater Tomorrow, Aba #IkpeazuCup20",NEUTRAL,Code-mix
1.3963279815813243e+18,,nwankwonneoma9@gmail.com,1.0,nwanne anyi nno na spare parts ikpopu ndi mmadu obodo oyibo maka igu akwukwo ma obu ije biri na obodo oyibo na ekene ndi spare parts dealers udo diri unu,"@AfamDeluxo Nwanne anyi nno na spare parts ikpopu ndi mmadu obodo oyibo maka igu akwukwo ma obu ije biri na obodo oyibo. Na ekene ndi spare parts dealers, Udo diri unu https://t.co/zZfINLhi4V",NEUTRAL,Code-mix
1.1312612809527584e+18,,nwankwonneoma9@gmail.com,1.0,ngwanuuumgbe zuby rutere anyi aga bucheta like 10 litres,@iam_mhykie @CHINWENDUH @FBanks7 Ngwanuuu...mgbe zuby rutere anyi aga bucheta like 10 litres,NEUTRAL,Code-mix
9.163075990580019e+17,,successnwokwu@gmail.com,1.0,bia gba egwu by queen theresa onuorah adanliukwuanu,#NP Bia Gba Egwu by Queen Theresa Onuorah #IgboHighLifeRequest - AdaNliUkwuAnu #1047SMAFM https://t.co/HtQhxOqgpu 08188881067 08177771049,NEUTRAL,Code-mix
1.1996150164435313e+18,,successnwokwu@gmail.com,1.0,azu ndu biko ezigbo azu ndu oburokwa nke fish pond okwa nke e gbutere na ime river niger,@OsitaAmakeze Azu ndu biko ezigbo azu ndu oburokwa nke fish pond okwa nke e gbutere na ime river Niger,NEUTRAL,Code-mix
1.348900706938458e+18,,nwankwonneoma9@gmail.com,1.0,mba biko adim capable soro ibegi gawa meeting nelu,"@IykeWazza Mba biko, adim capable. Soro ibegi gawa meeting n'elu",NEUTRAL,Code-mix
1.032715331054252e+18,,nwankwonneoma9@gmail.com,1.0,😂😂😂 otu ntakiri picture a e bido beghi m mgbe m gaazụta iphone unu ga gbafuru m ebe a,"@basorgebastos 😂😂😂 otu ntakiri picture a..... e bido beghi m, mgbe m ga-azụta iphone unu ga gbafuru m ebe a",NEUTRAL,Code-mix
1.4138829467008614e+18,,successnwokwu@gmail.com,1.0,eche m naasiri na ôji anaghi anu asûsû békéé whats going on here well iseeeeeeh,"@Eblogbiafra Eche m na-asiri na ôji anaghi anu asûsû békéé! What's going on here? Well, iseeeeeeh.",NEUTRAL,Code-mix
1.1931544064532562e+18,,nwankwonneoma9@gmail.com,1.0,anyị amaghị kà ụmụ nwaanyị ụfọdụ this days si kwado,Anyị amaghị kà ụmụ nwaanyị ụfọdụ this days si kwado https://t.co/6i5GQhu77x,NEUTRAL,Code-mix
1.252499991010181e+18,,nwankwonneoma9@gmail.com,1.0,ọ nwero choice ọzọ,@GoldenCynthia3 Ọ nwero choice ọzọ,NEUTRAL,Code-mix
1.1024910150202328e+18,,nwankwonneoma9@gmail.com,1.0,toutshooligans wont boldly threaten igbos to vote sanwo olu or risk losing their livesand property without a strong backing from lasgand jagaban dear igbos oburu na pdp na party ndi ozo achoghi iweputa ndi gaeche unu nche we tua vote nodu nulo murunu anya ka azu,"Touts/hooligans won't boldly threaten Igbos to vote Sanwo olu or risk losing their lives&amp; property without a strong backing from LASG&amp; Jagaban. Dear Igbos, oburu na Pdp na party ndi ozo achoghi iweputa ndi ga-eche unu nche we tua vote, nodu n'ulo!!! Murunu Anya ka azu!!!",NEUTRAL,Code-mix
1.410954493798277e+18,,nwankwonneoma9@gmail.com,1.0,aburo m onye awka na 😭,Aburo m onye Awka na 😭 https://t.co/eNd2qHwb7Z,NEUTRAL,Code-mix
1.2990361539920527e+18,,nwankwonneoma9@gmail.com,1.0,kpakpando kpachir enigwe me oba echig al ka ọnwa ọ bụ na chimaroke nnamani be anyị b ọnwa egwu g ji me ya egwu g ede chineke enyeweru ye eka enugwu ọkwa naka d nejeeeee campaign that year exceptional,"@Coal_City ""Kpakpando kpachir' enigwe me oba echig' al' ka ọnwa Ọ bụ na chimaroke nnamani be anyị b' ọnwa egwu g' ji me ya egwu g' ede Chineke enyeweru ye eka Enugwu ọkwa n'aka d'? Nejeeeee!!!"" Campaign that year, exceptional!!!",NEUTRAL,Code-mix
1.3040797371874468e+18,,nwankwonneoma9@gmail.com,1.0,nna m ka be onye adinax nya bili,"@Tokwonna @BuchiMenkiti Nna m, Ka be onye adinax nya bili.",NEUTRAL,Code-mix
1.2599312104464056e+18,,nwankwonneoma9@gmail.com,1.0,akuko ndia nwelu ya grade one na ibe akwa every morning ma haa na eje school,@Valeriankyrian1 @ChigEmic @lolooge @bonario89 @Cassbeatz Akuko ndia nwelu ya grade one na ibe akwa every morning ma haa na eje school,NEUTRAL,Code-mix
1.2733328691638886e+18,,nwankwonneoma9@gmail.com,1.0,carry on onye amuma,@KelEkeledo Carry on Onye amuma,NEUTRAL,Code-mix
8.131276228090266e+17,,successnwokwu@gmail.com,1.0,wise achuruo dike na ulo nna ya ahu orgu,"Wise! Achuruo Dike na ulo Nna ya, Ahu orgu! https://t.co/15FM54CdPC",NEUTRAL,Code-mix
1.3385366372157604e+18,,nwankwonneoma9@gmail.com,1.0,guy onye nwanne biko,@iam_xtova @Mazi_mustex @abikedabiri Guy onye? Nwanne Biko https://t.co/rSnZXLp9J2,NEUTRAL,Code-mix
1.3355502936275804e+18,,nwankwonneoma9@gmail.com,1.0,ka ọbọdọ kwèrè na ana eme chukwu tụọ la anyị throwing,Ka ọbọdọ kwèrè na ana eme. Chukwu tụọ la anyị throwing.,NEUTRAL,Code-mix
1.025155085775659e+18,,nwankwonneoma9@gmail.com,1.0,onwunwa w x na oge,#Np Onwunwa @CELESTINECHUKWU W/@chimdi1605 x #AdaIgbo na oge #OBINWANNE,NEUTRAL,Code-mix
1.3327650952025334e+18,,successnwokwu@gmail.com,0.6079330444,phyno ft stormrex umu ununu❤️🥰🥰❤️❤️❤️❤️🔥🔥🔥🔥,Phyno ft stormrex: umu ununu❤️🥰🥰❤️❤️❤️❤️🔥🔥🔥🔥,NEUTRAL,Code-mix
1.2242237177666355e+18,,successnwokwu@gmail.com,0.9547291398,o maka specie o sinaya puta specie efi ndi ugwü abûghi ofu ka nke anyi,"@JohnNdubueze @nwanyi_ocha O maka specie o sinaya puta, specie efi ndi ugwü abûghi ofu ka nke anyi.",NEUTRAL,Code-mix
8.282612620522496e+17,,nwankwonneoma9@gmail.com,1.0,so aguero now comes in with 7mins to go odikwa egwu,"So, Aguero now comes in with 7mins to go? Odikwa egwu",NEUTRAL,Code-mix
1.2027449640542126e+18,,nwankwonneoma9@gmail.com,1.0,ná ébé kwa nụ kà aga ajugi kà imerụ,@mrmanodili Ná ébé kwa nụ kà aga ajugi kà imerụ......,NEUTRAL,Code-mix
1.2935911454575575e+18,,nwankwonneoma9@gmail.com,1.0,ogbete gala ọnụ if its cloth that you want ịbịa ka anyị ga main market ọ bụrụ shoe ịbịa ka anyị ga ochanja,"@EzelioraS @RapidMax01 Ogbete gala ọnụ.. If it's cloth that you want, ịbịa ka anyị ga main market. Ọ bụrụ shoe, ịbịa ka anyị ga ochanja",NEUTRAL,Code-mix
1.2691783895643955e+18,,successnwokwu@gmail.com,1.0,umunaa biakwanuo emegokwanu upgrade from photo eselu na akwukwo to whatsapp pictures ooh,@Salttybarber Umunaa Biakwanuo... @Salttybarber emegokwanu upgrade from photo eselu na akwukwo to Whatsapp pictures ooh @Martinect2803 @Nonniblaze @Ludarking0 @chaigzy @Cassbeatz @AdannaPapa @chuks_nadia @igwe_johnny @HonNonny,NEUTRAL,Code-mix
1.38715350524953e+18,,nwankwonneoma9@gmail.com,0.350473702,o di na yard,@olivedynamite @ganzatshabz @Chybyke @casenora1 @Mskofyld @HonNonny @Deputyzaddy @_ejiamatu @chin_enye @IFECHUKWU66 @Incognitojones4 O di na yard,NEUTRAL,Code-mix
1.2388756040506778e+18,,successnwokwu@gmail.com,1.0,hmmm ngwa gee nụ ntị ghụchaa ntị gị ọmụma nkeaa bụ nkem i nominate nye nụ anyị olu,Hmmm ngwa gee nụ ntị! Ghụchaa ntị gị ọmụma. Nkeaa bụ nkem.. I nominate @fit_iam @aproko_doctor @EbonyHauteDiva @dchinweblessing @9_11_90s @Dimmaumeh @Deejay_whiz Nye nụ anyị olu. #IgboAccentChallenge https://t.co/vQ0UTs6ckS https://t.co/zHRL4s7fAw,NEUTRAL,Code-mix
1.26455844860117e+18,,successnwokwu@gmail.com,1.0,lol emeka nwa onye asaba,@emyhic @Elvolante Lol Emeka nwa onye Asaba,NEUTRAL,Code-mix
1.164244734807892e+18,,nwankwonneoma9@gmail.com,0.3466948867,aswear 😍😍 oga na main market sha but my man neme ihe italian,@Poshfelly Aswear 😍😍 oga na main market Sha! But my man n'eme ihe Italian,NEUTRAL,Code-mix
1.3841680947597353e+18,,nwankwonneoma9@gmail.com,1.0,iya asikwa ike ga adị gị,"@OgbajiIfeanyi Iya asikwa, Ike ga adị gị.",NEUTRAL,Code-mix
1.06e+18,,nwankwonneoma9@gmail.com,1.0,nkea bu ancient and modern maka chukwu ka m nagwa gi o bursted my head 😂😂😂,“Nkea bu ancient and modern” “maka Chukwu ka m n’agwa gi o” bursted my head 😂😂😂 https://t.co/n3FQ9X3e0E,NEUTRAL,Code-mix
1.2000976280479703e+18,,nwankwonneoma9@gmail.com,1.0,ngwa checki zia my header ọkwá ife unu na akpọ yá,@Ada_Ojilibeka @AdannaPapa @Quin_didi @Salttybarber @HonNonny @Ujamidaize @nonsookongwu @Eatndrown @divaliciousjay @Drmuzoic @chin_enye @chaigzy @AfamDeluxo @chuks_nadia @GODSNEAR1 @ebukakanary1 Ngwa checki zia my header ọkwá ife unu na akpọ yá,NEUTRAL,Code-mix
1.2761712376481956e+18,,nwankwonneoma9@gmail.com,0.9745295644,ke otu aka ya gi wee dizie nime tank,@Postsubman Ke otu aka ya gi wee dizie n’ime tank?,NEUTRAL,Code-mix
1.182493855536554e+18,,successnwokwu@gmail.com,1.0,kedu ihe mere chief,@SPERIE_ Kedu ihe mere? Chief,NEUTRAL,Code-mix
8.717878594848275e+17,,successnwokwu@gmail.com,1.0,ọhụrụ ụmụ agbọghọ nasexy,ọhụrụ ụmụ agbọghọ na-sexy,NEUTRAL,Code-mix
1.0687415159110164e+18,,nwankwonneoma9@gmail.com,1.0,kpa kpam kolo kpam kolo udume ogene onye omara suru ya ya ya suru yaa🤣🤣 if you know u know 😎,@KraksTV Kpa kpam kolo kpam kolo Udume ogene Onye omara suru ya ya ya suru yaa🤣🤣 If you know u know 😎,NEUTRAL,Code-mix
1.1427378102706912e+18,,nwankwonneoma9@gmail.com,0.9873057604,egwú na agbari brain brother 😁😁😁,@chaigzy @AdannaPapa Egwú na agbari brain brother 😁😁😁,NEUTRAL,Code-mix
1.15517767505041e+18,,successnwokwu@gmail.com,1.0,bịa nwokem nkwụ enu adigo kwa set maka ọgbakọ ụmụ igbo echi,Bịa nwokem @eezzyy01 nkwụ enu adigo kwa set maka ọgbakọ Ụmụ Igbo echi?,NEUTRAL,Code-mix
1.1271425730914468e+18,,nwankwonneoma9@gmail.com,1.0,my broda iji ya 🤜🤛 ka anyi gworie ndu with ezigbo umu ihe ndi a naadigasi nwoke naakuku ka m sorugodi gi na app a anyi gaenweriri odogwu nwoke🙌,@onyezenwa @kingsleynovich My broda iji ya 🤜🤛 Ka anyi gworie ndu with ezigbo umu ihe ndi a na-adigasi nwoke na-akuku. Ka m sorugodi gi na app a anyi ga-enweriri odogwu nwoke🙌,NEUTRAL,Code-mix
1.3360850193208402e+18,,nwankwonneoma9@gmail.com,1.0,have you seen an igbo market womans phonebook contacts before names are saved like this 1 amaka okporoko 2 uche azu ndu 3 kc abacha 4 nkechi crayfish 5 chika anu ewu 6 ndubuisi afo anu 8 nonye tomato 9 tony beans 10 ify garri 11 nkiru okpa 12 adanma ogiri okpei,Have you seen an IGBO MARKET WOMAN'S PHONEBOOK CONTACTS Before? NAMES ARE SAVED LIKE THIS; 1. Amaka Okporoko 2. Uche Azu ndu 3. KC Abacha 4. Nkechi Crayfish 5. Chika Anu ewu 6. Ndubuisi Afo anu 8. Nonye Tomato 9. Tony Beans 10. Ify Garri 11. Nkiru Okpa 12. Adanma Ogiri Okpei,NEUTRAL,Code-mix
1.2240373123608535e+18,,successnwokwu@gmail.com,1.0,nnem nyerem ụkwa mixed with ụgba erimeri ndi ọgaranya,Nnem nyerem ụkwa mixed with ụgba. Erimeri ndi ọgaranya.,NEUTRAL,Code-mix
1.253712406787883e+18,,successnwokwu@gmail.com,1.0,at 30+ mbanu o nwe ihe mmadu na eto fe,@Poshfelly At 30+? Mbanu...... O nwe ihe mmadu na eto fe,NEUTRAL,Code-mix
1.1569326338945556e+18,,nwankwonneoma9@gmail.com,0.4914290607,anyi aga contribute nwa 🤷‍♂️,@OgbakoUmuIgbo @FBanks7 @ziniex @OlisaOsega @bonario89 @Umu_Igbo @Nnamdi_Babs @Adaosisiego @Nedunaija @IgboHistoFacts @Geeneeka_ @EmekaAmakeze @AfamDeluxo Anyi aga contribute nwa? 🤷‍♂️,NEUTRAL,Code-mix
1.3555913004316672e+18,,successnwokwu@gmail.com,1.0,np 📻 egwu ndi nwere ego by w x cc,NP: 📻 Egwu Ndi Nwere Ego by @kingmarkymoore1 #SaturdayVibes #NightGroove #Weekendvibes w/@Mc_Pipiro X @IntnlDJICE Cc: @RealChidoski,NEUTRAL,Code-mix
1.241296291348521e+18,,successnwokwu@gmail.com,1.0,bia prick power bukwa egwu eji ese ibongi chimaobi idi bad ife gi na ato ka sugar,Bia @ZoRoSwaGBaG prick power bukwa egwu eji ese ibongi Chimaobi idi bad ife gi na ato ka sugar,NEUTRAL,Code-mix
1.3335148730163569e+18,,successnwokwu@gmail.com,1.0,onye na anonyere anyị echi bụ chief solomon ogbonna eugene chairman ohaneze ndigbo lagos,"Onye Na Anonyere Anyị Echi Bụ Chief Solomon Ogbonna Eugene (Chairman, Ohaneze Ndigbo Lagos) #Ngangaigboradioshow #ohanezendigbolagos #ohanezendigbo #KeWay https://t.co/4wwXfxcrLe",NEUTRAL,Code-mix
1.1686543186958008e+18,,nwankwonneoma9@gmail.com,1.0,funkefunkefunkevenitaaaaaa eeeeeeeehwhaaaaaatihe nka ogini,"Funke!funke!!funke!!!venitaaaaaa eeeeeeeeh,whaaaaaat?ihe nka ogini. https://t.co/VKW81c2Ls0",NEUTRAL,Code-mix
1.4193657031829135e+18,,successnwokwu@gmail.com,1.0,eze obi nwa abeg no vex abeg ochie biko gbahalu,"@montanagram23 @UgwunnaEjikem @OgbajiIfeanyi @lovethikpo @AdaobiOnyele @UchePOkoye @AdannaPapa @its_bugatti @nonniblaze @RespectThaBald @NwunyeObinna Eze obi nwa abeg no vex abeg, ochie biko gbahalu",NEUTRAL,Code-mix
7.701836190296392e+17,,successnwokwu@gmail.com,1.0,nwanne i ma na enwero m problemanyi kwu gi na azu,@bonario89 @Nwanlecha1 nwanne i ma na enwero m problem.......anyi kwu gi na azu!,NEUTRAL,Code-mix
1.2540620600418875e+18,,nwankwonneoma9@gmail.com,1.0,this tray ga karia 15k eziokwu,@chibix12 This tray ga karia 15k eziokwu.,NEUTRAL,Code-mix
1.1983309776863437e+18,,successnwokwu@gmail.com,1.0,ndi arsenal biko mere oga anyi ebere make him happy o biko good ebening sir,@ChifeDr Ndi Arsenal biko mere oga anyi ebere. Make him happy o biko. Good ebening sir.,NEUTRAL,Code-mix
6.988068353782866e+17,,nwankwonneoma9@gmail.com,0.9498106837,send what ngwa,@LouiseAzih send what ngwa??,NEUTRAL,Code-mix
1.3881882854119342e+18,,nwankwonneoma9@gmail.com,1.0,😂 😂 chief its trash ọ na atọ ka ụwa ntoo,@IkukuomaC 😂 😂 chief it's trash... Ọ na atọ ka ụwa ntoo,NEUTRAL,Code-mix
1.3243376888294318e+18,,nwankwonneoma9@gmail.com,0.3461104333,ahhh umu obiligbo 🤩🤩,Ahhh Umu Obiligbo 🤩🤩 https://t.co/hARzVt1aTM,NEUTRAL,Code-mix
1.2589682175670518e+18,,nwankwonneoma9@gmail.com,1.0,🤣😂🤣🤣🤣😂🤣 ego iga eji jee nodu zuta ala ruo duplex nwekwa change sef,@AdannaPapa 🤣😂🤣🤣🤣😂🤣 Ego iga eji jee Nodu zuta ala ruo duplex nwekwa change sef,NEUTRAL,Code-mix
9.989726121004605e+17,,nwankwonneoma9@gmail.com,0.3576416671,ndi igbo kwenu 100 💯 igbo boys rock and row,#FineIgboTwitter Ndi igbo kwenu! 100 💯 igbo boy!#let's Rock and Row https://t.co/LZToNHeimC,NEUTRAL,Code-mix
1.3772374372572406e+18,,successnwokwu@gmail.com,1.0,sir lance odogwu ngwa plug me na,"@_swiftknight Sir Lance, Odogwu. Ngwa plug me na",NEUTRAL,Code-mix
1.3724255468780585e+18,,nwankwonneoma9@gmail.com,1.0,simply put i cant live in lagos i no fit live for lagos ba zan iya zama a lagos ba mi o le gbe ni lagos enweghị m ike ibi na lagos,Simply put: I CAN'T LIVE IN LAGOS; I NO FIT LIVE FOR LAGOS; BA ZAN IYA ZAMA A LAGOS BA; MI O LE GBE NI LAGOS; ENWEGHỊ M IKE IBI NA LAGOS. https://t.co/V8pLrAq99y,NEUTRAL,Code-mix
1.3010592812870328e+18,,nwankwonneoma9@gmail.com,0.6252794862,odogwu di godi sharp to the world ✊✊✊ fa ju anyi ekwetelu fa no time to waste time,"@IgboHistoFacts Odogwu di godi sharp! #IGBO to the world ✊✊✊ Fa ju, anyi ekwetelu fa, no time to waste time!",NEUTRAL,Code-mix
