tweet_id,content,annotator,confidence,clean_tweets,originaltext,AgreedSentiment,classname
1.2437879224003338e+18,,omirindem@gmail.com,1.0,kò sí bi ààrò ṣe gbóná to yóò tutù kẹ́hìn ni no matter how hot the hearth is it will grow cold ultimately what,"RT @yoruba_proverbs: Kò sí bi ààrò ṣe gbóná to, yóò tutù kẹ́hìn ni. / No matter how hot the hearth is, it will grow cold, ultimately. [What…",POSITIVE,Code-mix
3.76e+17,,omirindem@gmail.com,1.0,pàṣípaàrọ̀paàrọ̀ = exchangebarter wọn ò ní fi orí mi gba paàrọ̀ my head destiny shall not be exchanged,Pàṣípaàrọ̀/paàrọ̀ = exchange/barter (wọn ò ní fi orí mi gba paàrọ̀ - my (head) destiny shall not be exchanged) #InYoruba,POSITIVE,Code-mix
1.3979963446363177e+18,,omirindem@gmail.com,1.0,ìwọ náà lọ ti ọwọ́ ọmọ rẹ baṣọ desist from distorting the yorùbá cultural idiosyncrasies with your tweets a ò bá tìjà wá eré la wá ṣe,"@tyewoolove Ìwọ náà lọ ti ọwọ́ ọmọ rẹ b'aṣọ. Desist from distorting the Yorùbá cultural idiosyncrasies with your tweets. A ò bá t'ìjà wá, eré la wá ṣe.",POSITIVE,Code-mix
1.1254733964800082e+18,,omirindem@gmail.com,1.0,thank you for the observation suggestion àbá decision ìpinnu when used as a verb mo ti pinu lórí ọ̀rọ̀ yìí wípé opinion èrò thought èrò opinion ìpinnu usage can depend on the context,"@Chrisbamidele Thank you for the observation. Suggestion - Àbá Decision - Ìpinnu (when used as a verb). ""Mo ti PINU lórí ọ̀rọ̀ yìí wípé..."" Opinion - Èrò Thought - Èrò Opinion - Ìpinnu Usage can depend on the context",POSITIVE,Code-mix
1.16751759069406e+18,,omirindem@gmail.com,0.9890134931,kábíyèsí làá kí ọba kára ó le làá kí ìjòyè sáákì làá kí ọmọba kings are greeted kábíyèsí chiefs are greeted kára ó le may you be healthy princeprincess is greeted sáákì,Kábíyèsí làá kí ọba Kára ó le làá kí ìjòyè Sáákì làá kí Ọmọba Kings are greeted: Kábíyèsí. Chiefs are greeted: Kára ó le (may you be healthy). Prince/Princess is greeted: Sáákì,POSITIVE,Code-mix
1.175708737132204e+18,,omirindem@gmail.com,1.0,happy birthday to you bùọ̀dá ẹ ṣeun fún gbogbo ohun tí ẹ̀ ń ṣe fún èdè ilẹ̀ adúláwọ̀ èdùmàrè á túbọ̀ máa ràn yín lọ́wọ́ àṣèyí ṣàmọ́dún 😊,"Happy birthday to you Bùọ̀dá @kolatubosun, ẹ ṣeun fún gbogbo ohun tí ẹ̀ ń ṣe fún èdè ilẹ̀ Adúláwọ̀. Èdùmàrè á túbọ̀ máa ràn yín lọ́wọ́. Àṣèyí ṣàmọ́dún 😊",POSITIVE,Code-mix
4.5392731337446605e+17,,omirindem@gmail.com,1.0,olúwa kẹ́mi sọ́lá olúwa kẹ́ mi sí ọlá god pampered me into wealth,Olúwa Kẹ́mi Sọ́lá; Olúwa kẹ́ mi sí ọlá - God pampered me into wealth #Oruko #Yoruba #Name @KemiSugarpunk,POSITIVE,Code-mix
1.380201951296684e+18,,omirindem@gmail.com,0.8138120174,agba koni tan nile oodua self determination ethnic conflicts and future story so far streaming live on fatherland tv,"AGBA KONI TAN NILE OODUA. Self Determination, Ethnic Conflicts &amp; #Yoruba Future - Story so far. Streaming Live on Fatherland Tv #OduduwaRepublic #Fulani #Biafra #Nigeria #EndSARS https://t.co/ramQRDCYbC",POSITIVE,Code-mix
4.213120129507123e+17,,omirindem@gmail.com,1.0,latojo ti mo tinrin mee 2x mi o ri ru olorun eyi ri mee mee god you awesome,"RT @AyoolaBabatunde: Latojo ti mo tinrin, mee 2x mi o ri ru olorun eyi ri mee mee. God you awesome!",POSITIVE,Code-mix
1.3161609235859128e+18,,omirindem@gmail.com,0.9866088033,yes optimist ọmọ ire bí iyán,Yes! Optimist ọmọ ire bí iyán https://t.co/pT1RH4oJJl,POSITIVE,Code-mix
2.3497383844892262e+17,,omirindem@gmail.com,1.0,olorun se ati fe pe efcc yorubaproverbs àdúrà ti gbà ẹṣeun o gt,"RT @yorubaproverbs: Olorun se. Ati fe pe efcc ""@alakoweyoruba: yorubaproverbs Àdúrà ti gbà! Ẹṣeun o --&gt; @talk2Rhazhack :)) http://t ...",POSITIVE,Code-mix
,,omirindem@gmail.com,,,,POSITIVE,Code-mix
8.745450719699722e+17,,omirindem@gmail.com,0.9345555305,tí ewé gbígbẹ bá bọ́ lára igi ó fi kọ́ ewé tútù lọ́gbọ́n ni if a dry leaf falls off a tree it is a lesson to the fresh ones,"""Tí ewé gbígbẹ bá bọ́ lára igi, ó fi kọ́ ewé tútù lọ́gbọ́n ni"" (If a dry leaf falls off a tree, it is a lesson to the fresh ones)#Yoruba",POSITIVE,Code-mix
1.2422165823000084e+18,,omirindem@gmail.com,1.0,this is good ìfẹ́ kú akitiyan 💪,This is good Ìfẹ́. Kú akitiyan 💪 https://t.co/JdEUov1Oxk,POSITIVE,Code-mix
3.553803355271987e+17,,omirindem@gmail.com,1.0,much respect adupe gidi gan ni o,RT @travelwithdayo: @yobamoodua much respect...! Adupe gidi gan ni o :-)),POSITIVE,Code-mix
3.327917571777577e+17,,omirindem@gmail.com,1.0,in yorùbá iyì means worthvalue,In Yorùbá iyì means worth/value http://t.co/BRAjjApO3Q,POSITIVE,Code-mix
1.2331117848081572e+18,,omirindem@gmail.com,0.9866088033,palace eulogy chanter eulogizing ṣàǹgó on his arrival to ọ̀yọ́ koro the talking drum sets the mood 😍 akéwì ààfin ń fi oríkì ṣàǹgó kìí káábọ̀ sí ọ̀yọ́ koro ríró o gángan ní abẹ́lẹ̀ ni adùn gbogbo rẹ̀ 😍 source sango movie,"Palace eulogy chanter, eulogizing Ṣàǹgó, on his arrival to Ọ̀yọ́ Koro. The talking drum sets the mood 😍. Akéwì ààfin, ń fi Oríkì Ṣàǹgó, kìí káábọ̀ sí Ọ̀yọ́ Koro. Ríró o gángan ní abẹ́lẹ̀ ni adùn gbogbo rẹ̀ 😍 Source: Sango Movie https://t.co/KCnVPseDqF https://t.co/eBIQhEj4sQ",POSITIVE,Code-mix
1.3497601764427612e+18,,omirindem@gmail.com,1.0,in this era books of such importance are made open for the common good àǹfààní tí ó pọ̀ jaburata ní ń bẹ níbẹ̀ bí ohun àmúlò bí èyí bá wà ní ìṣísílẹ̀ gbangba wálíà fún ẹnikẹ́ni láti lò,"@OnigegeWura @shina_tajudeen @Rovingheights @OuidaBooks In this Era, books of such importance are made ""Open"" for the common good. Àǹfààní tí ó pọ̀ jaburata ní ń bẹ níbẹ̀ bí ohun àmúlò bí èyí bá wà ní ìṣísílẹ̀ gbangba wálíà fún ẹnikẹ́ni láti lò. @creativecommons",POSITIVE,Code-mix
1.2383883877967053e+18,,omirindem@gmail.com,1.0,so i finally have 1000 followers nígboro twitter yìí 🤷🏽‍♀️ mo máa pa màlúù o🤣,So I finally have 1000 followers nígboro Twitter yìí 🤷🏽‍♀️ Mo máa pa màlúù o🤣,POSITIVE,Code-mix
1.0927592211317268e+18,,omirindem@gmail.com,0.9535443783,a beautiful yorùbá eulogy just watch from 21st second and enjoy this piece of art ewà inú oríkì yorùbá ò ṣeé fi ọwọ́ rọ́ sẹ́hìn ẹ fi ara balẹ̀ wò ó source ogbori elemoso,"A beautiful Yorùbá eulogy. Just watch from 21st second and, enjoy this piece of art. Ewà inú oríkì Yorùbá ò ṣeé fi ọwọ́ rọ́ s'ẹ́hìn. Ẹ fi ara balẹ̀ wò ó. Source: Ogbori Elemoso https://t.co/sAQHXtVMxK",POSITIVE,Code-mix
3.4112120152930304e+17,,omirindem@gmail.com,0.9033038616,emi ni ma koko jeri sagbara oluwa ill be the first to testify of gods power,"RT @cozanigeria: ""Emi ni ma koko jeri s'agbara Oluwa (I'll be the first to testify of God's power)"". #PastorBiodun #Avalanche",POSITIVE,Code-mix
1.0740788973131162e+18,,omirindem@gmail.com,1.0,customer da da ni🎼🎼🎼🎼🎼🎺🎸🎸🎸🎸🎤🎤🎤🎺🎸 awa ko la so be o awon alatileyin lo so be o,.@jimiagbaje customer da da ni🎼🎼🎼🎼🎼🎺🎸🎸🎸🎸🎤🎤🎤🎺🎸 Awa ko la so be o. Awon alatileyin @jidesanwoolu lo so be o https://t.co/DjZwT9oXdq,POSITIVE,Code-mix
1.18151638879769e+18,,omirindem@gmail.com,1.0,happy birthday màmá we love you ma àṣèyí ṣàmọ́dún láṣẹ èdùmàrè,"Happy birthday màmá @Freedomparkng, we love you ma. Àṣèyí ṣàmọ́dún láṣẹ Èdùmàrè https://t.co/eSPRyQBu8P",POSITIVE,Code-mix
1.2535955322552115e+18,,omirindem@gmail.com,0.9393723011,ṣebí it was paining us together we are now healed olúwa ṣeun 🙄,"@iAmSeunKentebe Ṣebí it was paining us together, we are now healed Olúwa ṣeun 🙄",POSITIVE,Code-mix
1.2997404684655002e+18,,omirindem@gmail.com,0.9833352566,thanks for the recommendation ẹni iyì ❤️,@femifemisire Thanks for the recommendation ẹni iyì ❤️,POSITIVE,Code-mix
,,omirindem@gmail.com,,,,POSITIVE,Code-mix
1.334955156123816e+18,,omirindem@gmail.com,1.0,faaji n san special e dara mo molebi alayo nni lori eto ni asale oni e yi redio yin si ikanni lasgidi fm 901 lati je i,RT @lasgidifm901: FAAJI N SAN SPECIAL. E dara mo molebi alayo nni lori eto ni asale oni. E yi redio yin si ikanni Lasgidi FM 90.1 lati je i…,POSITIVE,Code-mix
1.147917030768677e+18,,omirindem@gmail.com,0.9831568599,ọwọ́ ẹ ghan i kù sí gístàs mi ọwọn a kuu sunday o ṣé é jọ,"Ọwọ́ ẹ ghan i kù sí. #itstartswithyou . Gístàs mi ọwọn A kuu Sunday o, ṣé é jọ? . . #lifeofagista #ondo #yoruba #makingyoulaughseriously #naijawomen #nigeriansabroad #blackmomsbelike #panafrican #createyourreality… https://t.co/WnMi8KG8At",POSITIVE,Code-mix
1.0416468440514232e+18,,omirindem@gmail.com,1.0,ẹ jẹ́ ká ṣe ara wa ní òṣùṣù ọwọ̀ ⏩ lets unite like the broomsticks ọwọ̀ ni a fi ń gbá ilẹ̀ ni a tún fi ń pè é ní ìgbál,"RT @yobamoodua: Ẹ jẹ́ k'á ṣe ara wa ní òṣùṣù ọwọ̀ ⏩ let's unite like the broomsticks. Ọwọ̀ ni a fi ń gbá ilẹ̀, ni a tún fi ń pè é ní ìgbál…",POSITIVE,Code-mix
1.183854476630868e+18,,omirindem@gmail.com,1.0,be strong ìyá mi ẹ dé fìlà má wobẹ̀,@ABinrin Be strong ìyá mi. Ẹ dé fìlà má wo'bẹ̀,POSITIVE,Code-mix
1.2662101601727652e+18,,omirindem@gmail.com,0.9350913167,tíṣu ẹni bá ta a má ń fọwọ́ bòó jẹ ni blowing your trumpet could be an unwise decision be discreet,"Tíṣu ẹni bá ta, a má ń fọwọ́ bòó jẹ ni Blowing your trumpet could be an unwise decision. Be discreet! #learningyoruba #yoruba #proverbs #idioms #interpretation",POSITIVE,Code-mix
1.0416451841262632e+18,,omirindem@gmail.com,1.0,ẹ jẹ́ ká ṣe ara wa ní òṣùṣù ọwọ̀ ⏩ lets unite like the broomsticks ọwọ̀ ni a fi ń gbá ilẹ̀ ni a tún fi ń pè é ní ìgbálẹ̀àálẹ̀,"Ẹ jẹ́ k'á ṣe ara wa ní òṣùṣù ọwọ̀ ⏩ let's unite like the broomsticks. Ọwọ̀ ni a fi ń gbá ilẹ̀, ni a tún fi ń pè é ní ìgbálẹ̀\àálẹ̀. #Yoruba #learnyoruba #Language #InYoruba https://t.co/q6rYYkz25s",POSITIVE,Code-mix
1.168253743172862e+18,,omirindem@gmail.com,1.0,bi oluwa ti mbe laiye ni osu september yi akoko ayo ki yio dekun ninu ile yin bi esu fe bi o ko nitori ti yin a oluwa a yi ase tabi majemu itiju pada si ase ati majemu ijo ati ayo loruko jesu eku osu titun ati ojo isinmi kini ninu osu september oti dara fun yin amin,"Bi Oluwa ti mbe l'aiye, ni osu September yi, akoko ayo ki yio d'ekun ninu ile yin, bi esu fe, bi o ko. Nitori ti yin, a Oluwa a yi ase tabi majemu itiju pada si ase ati majemu ijo ati ayo, l'Oruko Jesu. Eku osu titun ati ojo isinmi kini ninu osu September. Oti dara fun yin. Amin.",POSITIVE,Code-mix
1.2843326513489265e+18,,omirindem@gmail.com,0.9899161458,ẹnikan ko fi asọ silẹ ni edidi lakoko ti o n ṣe adehun lori rẹ an old proverb which means one does not leave cloth in a bundle while bargaining over it it is wise to know what one is negotiating to,Ẹnikan ko fi asọ silẹ ni edidi lakoko ti o n ṣe adehun lori rẹ. An old #Yoruba proverb which means: “One does not leave cloth in a bundle while bargaining over it.” • (It is wise to know what one is negotiating to… https://t.co/lBs8RYYrVY,POSITIVE,Code-mix
8.908385487562629e+17,,omirindem@gmail.com,1.0,èdè wa oni pare la gbara eleduwa nitori ise takun takun ti awon baba wa bi faleti ishola etc ti se,"RT @tunde_aribisala: @YorubaNewsAlert Èdè wa oni pare la gbara eleduwa nitori ise takun takun ti awon baba wa bi Faleti, Ishola, etc ti se…",POSITIVE,Code-mix
6.982128420681236e+17,,omirindem@gmail.com,1.0,ti bo lewon o wan ti tu ogbeni adeyinka sile kuro ni ogba ewon category a woodhill ni milton keynes ilu oba ingilandi,".@adeyinkagradson ti bo lewon o, wan ti tu Ogbeni Adeyinka sile kuro ni Ogba ewon Category A Woodhill ni Milton Keynes, ilu Oba Ingilandi",POSITIVE,Code-mix
2.6214271041942733e+17,,omirindem@gmail.com,1.0,e kaaro o e ku isinmi opin ose e ku ise takuntakun ti e n se fun ede yoruba ekaaro o o tojo meta morning everyone,"E kaaro o e ku isinmi opin ose e ku ise takuntakun ti e n se fun ede Yoruba""@SpeakAfricaApps: Ekaaro o! O t'ojo meta :) Morning everyone!""",POSITIVE,Code-mix
2.997830005672141e+17,,omirindem@gmail.com,1.0,yoruba ronu ogbontarigi oludari mainframe ogbeni tunde kelani gbe tuntun de o yoruba e ronu 2013,YORUBA RONU! Ogbontarigi Oludari Mainframe Ogbeni Tunde Kelani gbe tuntun de o Yoruba E Ronu - 2013 . http://t.co/S4NT6Hsv via @youtube,POSITIVE,Code-mix
1.092061462514815e+18,,omirindem@gmail.com,1.0,💪💪💪⭐🌟🌠⭐⭐⭐⭐⭐🌠⭐⭐⭐boy omoluabi omo karo o ji ire mimi aiye o ni mi e eni ba fe mu oni e ola ni wan ma mu gbe gbe okin gbe si oko ayo alafia arijo ariyo ni ti e ati awon ayanfe e oju oni ti e ara o no ni e ijamba oni de ba e aase,"💪💪💪⭐🌟🌠⭐⭐⭐⭐⭐🌠⭐⭐⭐Boy! Omoluabi! Omo karo o ji ire! Mimi aiye o ni mi e! Eni ba fe mu oni e! Ola ni wan ma mu! Gbe gbe okin gbe si oko! Ayo, alafia, arijo, ariyo ni ti e ati awon ayanfe e! @ProfOsinbajo oju oni ti e! Ara o no ni e! Ijamba oni de ba e! Aase! https://t.co/umctFG2cpC",POSITIVE,Code-mix
,,omirindem@gmail.com,,,,POSITIVE,Code-mix
4.5104191594195354e+17,,omirindem@gmail.com,1.0,o seun as opposed to oyin ìrèké àbí béè kó bẹ́ẹ̀ ni,"""@Gbawoniyi: @yobamoodua @yobamoodua o seun. as opposed to oyin ìrèké? àbí béè kó?"" Bẹ́ẹ̀ ni",POSITIVE,Code-mix
,,omirindem@gmail.com,,,,POSITIVE,Code-mix
1.214527074393903e+18,,omirindem@gmail.com,1.0,ìyànjú làgbẹ̀ ńgbìn elédùà nìkan ló mọ bíṣu ṣe ńta farmers merely sow efforts god alone knows how the yams are,"RT @yoruba_proverbs: Ìyànjú l'àgbẹ̀ ńgbìn, Elédùà nìkan ló mọ b'íṣu ṣe ńta. / Farmers merely sow efforts; God alone knows how the yams are…",POSITIVE,Code-mix
9.336864411373773e+17,,omirindem@gmail.com,1.0,speaking to mugabe ikú tó fẹ́ pani bó bá sini ni fìlà ọpẹ́ ló yẹ ká dá,"Speaking to Mugabe: “Ikú tó fẹ́ pani, bó bá sini ni fìlà, ọpẹ́ ló yẹ ká dá” https://t.co/ktSrOYX5mj",POSITIVE,Code-mix
1.220096059797594e+18,,omirindem@gmail.com,0.9640927315,àbí 🤷‍♀️ a ò ṣáà ní para wa even christmas day was like that for me,"@Afooo_afooo Àbí 🤷‍♀️, a ò ṣáà ní para wa! Even Christmas day was like that for me",POSITIVE,Code-mix
1.2146148397855908e+18,,omirindem@gmail.com,1.0,ẹlẹ́gbáraẹlẹ́gbáa ✔️ èlègbàrà ❌ èṣù ✔️ ẹ̀ṣù ❌ yà mìíìn èṣù is not satan,ẸLẸ́GBÁRA/ẸLẸ́GBÁA ✔️ ÈLÈGBÀRÀ ❌ ÈṢÙ ✔️ Ẹ̀ṢÙ ❌ Yà mìíìn. @Nativesondiary Èṣù is not Satan! #LearnYoruba #Yoruba https://t.co/bxHHWaanLv,POSITIVE,Code-mix
2.7220523961931366e+17,,omirindem@gmail.com,0.9838594198,done boss inu mi dun wipe e n tele mi,"@sagaysagay done boss, Inu mi dun wipe e n tele mi",POSITIVE,Code-mix
1.2804482623323505e+18,,omirindem@gmail.com,1.0,once said oore ló pé múra sí i ìkà ò pé,"@kingsaheedosupa once said ""...oore ló pé múra sí i, ìkà ò pé"" https://t.co/7S22Nui007",POSITIVE,Code-mix
2.7922171618042675e+17,,omirindem@gmail.com,1.0,d ope ni fun olorun se ise n lo sha daada month abi o o se o se daadaa lo wa,":-D ope ni fun olorun se ise n lo sha""@omoadegun: Daada month ""@omoyoruba_atata: @omoadegun abi o o se o se daadaa lo wa""""",POSITIVE,Code-mix
3.071587225123021e+17,,omirindem@gmail.com,1.0,alakowe irinajo oni yellow in eleyio oluwa yo je ki e gunle layo amin e kuu ojumo,RT @willi7ams: @alakoweyoruba alakowe irinajo oni 'yellow' in eleyio! Oluwa yo je ki e gunle layo. Amin. E kuu ojumo.,POSITIVE,Code-mix
3.4e+17,,omirindem@gmail.com,1.0,ìṣọ̀kan ní ìlú wa unity in our land àṣẹ,@NaijaToday #1prayer4naija - ÌṢỌ̀KAN! Ní ìlú wa; UNITY in our land. Àṣẹ! #DemocracyDayFollowBack #DemocracyDay2013,POSITIVE,Code-mix
3.1763178915588096e+17,,omirindem@gmail.com,1.0,ti omo eni ba daa kawi gomina ajimobi n dara ni ilu ibadan ewo bi o ti n tun ona challenge yii se,"Ti omo eni ba daa kawi... Gomina Ajimobi n dara ni ilu Ibadan, ewo bi o ti n tun ona Challenge yii se",POSITIVE,Code-mix
1.0075310477461956e+18,,omirindem@gmail.com,0.9425569177,eid mubaraq aku odun o ase yi se amodun amin,"Eid Mubaraq. Aku odun o. Ase yi, se amodun, amin https://t.co/UhI2LujpJ6 via @YouTube",POSITIVE,Code-mix
1.0927790627606364e+18,,omirindem@gmail.com,0.9704825282,reposted from alamojayoruba name of the day jókòótádéjókòótọ́lá means sit with the crown or sit with dignitywealth jókòó ti adé jókòó ti ọlá the latter jókòótọ́lá is usually,"Reposted from alamoja.yoruba Name of the day: ""Jókòótádé/Jókòótọ́lá"" means: ""Sit with the crown"" or ""Sit with dignity/wealth"" Jókòó ti adé Jókòó ti ọlá The latter, Jókòótọ́lá; is usually… https://t.co/lVppuUH1bF",POSITIVE,Code-mix
1.249792006995546e+18,,omirindem@gmail.com,1.0,ki olódùmarè yọ wa kúrò nínú ajakale àrùn coronavirus may almighty god save humanity from this virus stay safe avoid,"RT @OgunrinTomiwa: Ki Olódùmarè Yọ wa kúrò nínú ajakale àrùn Coronavirus. May Almighty God save humanity from this virus. Stay Safe, avoid…",POSITIVE,Code-mix
5.545705170183168e+17,,omirindem@gmail.com,1.0,e ku ise ribiribi odun pupo lati ma a ri tweets ni ede your bank,RT @buzzman_a01: E ku ise ribiribi @YorubaNewsAlert. Odun pupo lati ma a ri tweets ni ede your bank!,POSITIVE,Code-mix
4.2164323171436544e+17,,omirindem@gmail.com,1.0,lọlá ẹ jọ̀wọ́ ẹ tẹ̀lẹ́ mi padà ẹ ṣe ► pls follow back thx,"#Aunty Lọlá, ẹ jọ̀wọ́ ẹ tẹ̀lẹ́ mi padà. Ẹ ṣe ► #translation - pls, follow back. Thx @lolaogunnaike",POSITIVE,Code-mix
1.263950873178321e+18,,omirindem@gmail.com,1.0,congratulations in advance oriki ibeji part 1 ẹ̀jìrẹ́ ará ìṣokún ẹdúnjobí ọmọ ẹdun tíí ṣeré orí igi óbẹ́kẹ́ṣébẹ́kàṣà ó fẹsẹ̀ méjèèjì bẹ sílé alákìísa ó sọ alákìísà donígba aṣọ part 2,"@ldwllms @mojiomoiyaolobe @opeeee_ Congratulations in advance Oriki Ibeji PART 1. Ẹ̀jìrẹ́ ará Ìṣokún, Ẹdúnjobí, ọmọ ẹdun tíí ṣeré orí igi. Ó-bẹ́-kẹ́ṣé-bẹ́-kàṣà, Ó fẹsẹ̀ méjèèjì bẹ sílé alákìísa; Ó sọ alákìísà donígba aṣọ. PART 2 #Thread",POSITIVE,Code-mix
4.880611182635991e+17,,omirindem@gmail.com,1.0,a ò lè fikún wé orun msg inú magí ò dáa fún wa èròjà ìsebè ìṣẹ̀dá ló dáa fún ara wa,"A 'ò lè fikún wé orun, MSG inú magí 'ò dáa fún wa, èròjà ìsebè ìṣẹ̀dá ló dáa fún ara wa @bodex4mama #Kemika",POSITIVE,Code-mix
1.1106066057232754e+18,,omirindem@gmail.com,1.0,ẹ kú atótónu láti ìjéje wẹ́lídọnù,@DigiAfricanLang @kolatubosun Ẹ kú atótónu láti ìjéje. Wẹ́lídọnù!,POSITIVE,Code-mix
